Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label
of:000000000000000a,Port#:3,176483,89364849,44276081,152803,1420,4,556,560,4,5,3,0,6303304,0,6303304,0,6,649473,649349,Normal
of:0000000000000003,Port#:4,304218,19122182,30736271,280789,947,2,278,556,4,5,4,0,0,0,0,0,6,982361,982245,Normal
of:000000000000000c,Port#:1,65251,3523830,3540728,65372,146,1,42,602,5,4,1,0,0,0,0,0,8,131162,131056,PortScan
of:000000000000000c,Port#:3,181036,165236644,207681081,292107,2737,4,556,560,4,5,3,695,6955,695,6955,695,8,671073,670936,Normal
of:0000000000000001,Port#:4,4823,82178097,63263635,3822,1886,80,5592,556,4,5,4,0,0,0,0,0,9,13461,13341,Blackhole
of:000000000000000c,Port#:2,3501,82029657,86681034,411591,1767,0,0,560,4,5,2,0,0,0,0,0,6,656163,656037,Normal
of:0000000000000007,Port#:3,2366,56785796,61393753,410150,1277,0,0,560,4,5,2,0,0,0,0,0,10,649357,649231,Normal
of:0000000000000001,Port#:3,124,16520,6319881,297,131,5,759,759,5,5,1,0,0,0,0,0,8,3520,3417,TCP-SYN
of:0000000000000004,Port#:1,2833,50582005,19072559,2063,1272,4,556,556,4,5,2,0,0,0,0,0,6,11436,11221,Diversion
of:0000000000000007,Port#:2,2255,56774652,38077300,3443,2092,136,5776144,5096,75,5,2,0,0,0,0,0,10,14165,13946,Diversion
of:0000000000000002,Port#:2,125168,25661756,25867867,128957,236,5106,276869,3425167,5145,4,2,0,0,0,0,0,9,244293,244233,PortScan
of:000000000000000c,Port#:4,350772,27463823,75375508,214067,2057,2,278,3284046,102,5,4,262699,2626992,262699,2626992,262699,8,660427,660296,Normal
of:0000000000000007,Port#:1,3448,44368084,31801910,3688,2061,2,278,280,2,5,4,0,0,0,0,0,4,18503,18283,Diversion
of:0000000000000008,Port#:1,440,46318,6343263,520,367,68,5057,5383648,138,4,4,630148,6302354,630148,6302354,630148,6,1283,1176,Blackhole
of:0000000000000005,Port#:2,264,27871,6330992,429,171,4,556,556,4,5,3,0,6303287,0,6303287,0,6,1617,1523,TCP-SYN
of:000000000000000a,Port#:4,5773,88597446,50746958,4224,2806,139,5776634,5444,78,5,5,0,0,0,0,0,11,19815,19589,Diversion
of:000000000000000a,Port#:4,17568,13542231,9118,66,56,72,2495704,560,4,5,5,0,0,0,0,0,10,35107,35027,PortScan
of:0000000000000003,Port#:4,2436,31625056,88537417,4836,2726,0,0,556,4,4,2,0,0,0,0,0,606,19677,19549,Blackhole
of:0000000000000009,Port#:2,842,12641018,25311115,1555,857,0,0,556,4,5,1,0,0,0,0,0,4,2955,2884,Blackhole
of:0000000000000006,Port#:3,394,6332906,49683832,220258,271,4,556,289568,5356,5,3,0,0,0,0,0,8,440754,440645,PortScan
of:0000000000000006,Port#:2,137,9778,91226,742,892,0,0,556,4,5,2,0,0,0,0,0,4,3131,2968,Diversion
of:000000000000000b,Port#:2,4448,132426906,44531251,5332,2686,0,0,560,4,5,1,0,6776,0,6776,0,6,19774,19638,Blackhole
of:0000000000000007,Port#:1,113,15315,15663,116,126,3,320,320,3,5,4,0,0,0,0,0,4,623,531,TCP-SYN
of:000000000000000c,Port#:2,3569,88326109,63360898,4912,2346,0,0,280,2,5,2,0,6886,0,6886,0,6,21054,20926,Blackhole
of:0000000000000005,Port#:2,493,6338538,27364,206,251,2,278,278,2,5,4,741,7417,741,7417,741,6,2528,2426,TCP-SYN
of:0000000000000003,Port#:2,615,80294,6390330,860,857,4,556,3081,38,5,3,688,6889,688,6889,688,6,6518,6403,Blackhole
of:000000000000000a,Port#:2,187,6304488,27995,266,171,0,0,556,4,4,1,0,0,0,0,0,6,1338,1238,TCP-SYN
of:0000000000000009,Port#:3,3178,6469305,12784913,3381,181,95,5130,5690,99,4,2,464,148122,464,148122,464,6,7158,7058,TCP-SYN
of:000000000000000c,Port#:3,105,13847,13973,108,106,4,556,556,4,4,2,0,0,0,0,0,6,3614,3510,TCP-SYN
of:000000000000000c,Port#:3,3958,44438946,88623394,6092,2846,4,556,560,4,5,4,0,0,0,0,0,4,25478,25250,Diversion
of:0000000000000001,Port#:4,2894,44300336,31671762,2247,1306,4,556,556,4,5,4,0,0,0,0,0,5,8589,8469,Blackhole
of:0000000000000006,Port#:3,113,15315,15343,113,126,2,278,278,2,5,1,0,0,0,0,0,6,4424,4331,TCP-SYN
of:0000000000000009,Port#:3,108,14361,14361,108,111,2,278,278,2,5,2,0,0,0,0,0,6,52491,52384,PortScan
of:0000000000000001,Port#:2,186,6304411,22784,226,116,0,0,560,4,5,1,0,0,0,0,0,6,3404,3310,TCP-SYN
of:0000000000000009,Port#:1,582,12623020,12643466,728,186,0,0,280,2,4,2,0,0,0,0,0,6,2479,2384,PortScan
of:0000000000000001,Port#:2,494,6331635,6323509,375,96,71,5109,278,2,5,4,0,0,0,0,0,6,1127,1032,PortScan
of:000000000000000a,Port#:3,177230,108298714,44307434,153139,1600,4,556,560,4,4,3,0,7417,0,7417,0,6,651424,651300,Normal
of:0000000000000001,Port#:1,77271,4176306,16421686,70777,166,5185,279990,280546,5189,5,1,0,0,0,0,0,10,143970,143864,PortScan
of:000000000000000c,Port#:2,242,6387797,28346,305,121,1,70,560,4,5,4,0,6385733,0,6385733,0,6,1099,999,Overflow
of:000000000000000c,Port#:3,3060,81999711,44436276,4219,2286,0,0,560,4,5,1,0,0,0,0,0,5,15935,15800,Blackhole
of:0000000000000003,Port#:3,275,22913,8008,59,46,67,4846,320,3,5,3,0,0,0,0,0,6,726,639,TCP-SYN
of:0000000000000001,Port#:2,833,25223200,6363466,845,266,0,0,278,2,4,2,0,0,0,0,0,6,268720,268616,PortScan
of:0000000000000004,Port#:2,288209,150853731,25589032,305755,2480,4,556,556,4,5,4,0,6303352,0,6303352,0,5,964378,964234,Normal
of:000000000000000c,Port#:1,185,17164,9162,68,56,93,6706,556,4,5,3,0,0,0,0,0,5,350,263,TCP-SYN
of:000000000000000c,Port#:1,6071,126246544,162466019,415130,2717,0,0,560,4,4,1,0,0,0,0,0,8,670532,670395,Normal
of:0000000000000003,Port#:3,2618,25443666,196326,1426,2136,4,556,556,4,5,1,0,0,0,0,0,4,12100,11959,Blackhole
of:000000000000000c,Port#:4,3302,6482927,14607,110,116,201,11198,556,4,5,3,0,0,0,0,0,8,4930,4828,TCP-SYN
of:000000000000000c,Port#:3,179242,130351375,138214583,288729,2137,92,3021234,4590,67,5,3,410,4104,410,4104,410,8,661999,661868,Normal
of:000000000000000a,Port#:1,289,30317,22124,169,191,4,556,556,4,4,4,464,6459358,464,6459358,464,8,7793,7680,TCP-SYN
of:0000000000000003,Port#:2,1674,6393205,6393210,1673,86,107,5936,5894,106,5,3,610,69930,610,69930,610,7,3799,3704,TCP-SYN
of:0000000000000003,Port#:3,147,10114,6324452,371,154,69,4554,5776704,140,5,2,0,0,0,0,0,6,1053,905,Diversion
of:0000000000000003,Port#:3,735,12644714,25267797,1321,206,4,556,556,4,5,2,0,0,0,0,0,5,2957,2847,PortScan
of:0000000000000008,Port#:2,300,37125,36579,283,377,4,556,556,4,5,2,0,0,0,0,0,4,1149,1033,Blackhole
of:000000000000000b,Port#:1,5254,113578188,120154476,7127,2736,0,0,560,4,5,1,0,0,0,0,0,4,14219,14137,Blackhole
of:000000000000000a,Port#:1,2140,19101547,176087,1406,1762,4,556,556,4,5,4,688,6887,688,6887,688,5,8857,8722,Blackhole
of:000000000000000b,Port#:2,5179,82231529,232258,1685,2567,75,5373,278,2,5,2,0,0,0,0,0,505,16241,16098,Blackhole
of:0000000000000001,Port#:1,379,27711,6371260,524,148,77,5363,4202216,111,5,4,0,0,0,0,0,6,1369,1273,Overflow
of:000000000000000b,Port#:2,1155,19074179,12759238,1247,376,4,560,560,4,5,2,0,0,0,0,0,9976,2855,2785,Overflow
of:0000000000000008,Port#:2,523,6346263,6369640,864,406,2,278,278,2,5,2,0,0,0,0,0,5,2315,2205,Blackhole
of:000000000000000c,Port#:2,2921,69401856,63272231,4072,1792,0,0,280,2,5,3,0,6810,0,6810,0,6,16528,16312,Diversion
of:000000000000000c,Port#:2,7641,182977594,162557146,416239,3037,0,0,560,4,5,2,0,6303352,0,6303352,0,6,676534,676397,Normal
of:0000000000000002,Port#:2,686,12648827,6358976,702,396,2,278,278,2,5,1,0,0,0,0,0,5,2656,2542,Blackhole
of:000000000000000c,Port#:1,471,12615447,6333988,511,121,62,2232607,3345,42,4,1,298,7153,298,7153,298,6,1768,1680,TCP-SYN
of:0000000000000005,Port#:2,141,19008,31559372,1347,161,2,278,280,2,5,3,0,6303435,0,6303435,0,6,2737,2638,TCP-SYN
of:0000000000000001,Port#:2,2002,44174550,44380798,3509,2242,0,0,556,4,5,3,0,0,0,0,0,4,16070,15847,Diversion
of:000000000000000b,Port#:2,186119,33115979,36652621,120567,1850,2,280,280,2,5,2,0,0,0,0,0,4,512755,512673,Normal
of:0000000000000006,Port#:1,35963,14508900,11715,86,81,5,598,560,4,5,5,0,0,0,0,0,8,71960,71862,PortScan
of:0000000000000009,Port#:2,395,6327019,16984,129,136,61,2101596,278,2,5,3,0,0,0,0,0,5,934,831,PortScan
of:000000000000000a,Port#:2,2556,37919428,88525448,4827,2557,0,0,280,2,5,3,0,0,0,0,0,12,17720,17494,Diversion
of:0000000000000009,Port#:2,1960,6530359,12824160,1977,2286,4,556,556,4,5,2,0,0,0,0,0,6,11163,11024,Blackhole
of:0000000000000001,Port#:1,1890,102388,116371,1991,116,99,5346,5944,104,5,1,534,100656,534,100656,534,9,5487,5399,TCP-SYN
of:000000000000000c,Port#:2,2308,50490683,50693628,3778,2232,131,5251799,5375,75,5,2,450,7681,450,7681,450,606,15495,15363,Blackhole
of:0000000000000003,Port#:3,3120,186520,19074543,3321,166,96,5512,8626,139,5,3,1750,143592,1750,143592,1750,7,6707,6607,TCP-SYN
of:0000000000000004,Port#:1,1685,228684,31765886,2877,2476,2,278,278,2,5,4,0,0,0,0,0,5,14408,14169,Diversion
of:0000000000000005,Port#:2,121,15845,15553,118,126,2,278,348,3,5,2,0,0,0,0,0,6,133607,133498,PortScan
of:000000000000000a,Port#:4,310,6321457,10154279,71233,146,5,598,640,6,5,2,0,0,0,0,0,7,71978,71876,PortScan
of:000000000000000c,Port#:2,5652,151383622,99428349,413538,2417,0,0,560,4,5,2,0,0,0,0,0,6,667443,667307,Normal
of:0000000000000001,Port#:2,543,18911819,36021,433,96,56,1970049,2467,31,5,2,331,7295,331,7295,331,11,89388,89296,PortScan
of:000000000000000a,Port#:4,173,22680,12645105,748,196,5,598,598,5,5,1,0,0,0,0,0,7,110736,110623,PortScan
of:0000000000000003,Port#:2,100,13443,6316775,271,101,4,556,556,4,4,2,0,0,0,0,0,5,374,321,PortScan
of:0000000000000007,Port#:2,1567,212282,31749442,2758,2291,4,556,556,4,5,4,0,0,0,0,0,4,13736,13498,Diversion
of:000000000000000c,Port#:1,369,6322304,6314379,253,76,4,556,556,4,5,2,0,0,0,0,0,6,1907,1810,TCP-SYN
of:000000000000000c,Port#:1,125,16784,16784,125,136,4,362,432,5,5,2,0,0,0,0,0,6,3327,3217,TCP-SYN
of:0000000000000007,Port#:2,2648,6449605,33837,360,156,101,5782,556,4,5,1,0,7153,0,7153,0,7,5752,5648,TCP-SYN
of:000000000000000b,Port#:2,190,6304703,20580,213,81,0,0,560,4,5,1,0,0,0,0,0,6,570,481,Overflow
of:000000000000000c,Port#:1,3545,69443140,101115490,5267,2092,0,0,280,2,5,2,0,0,0,0,0,6,18831,18611,Diversion
of:0000000000000007,Port#:2,1483,18977247,31970677,1926,361,0,0,602,5,5,2,0,0,0,0,0,8,6101,5994,Overflow
of:000000000000000a,Port#:2,122,8553,6317526,280,106,1,70,556,4,5,2,0,0,0,0,0,8,1180,1087,PortScan
of:0000000000000002,Port#:1,1657,6456699,12728974,1377,1121,4,556,556,4,5,4,0,0,0,0,0,505,6723,6599,Blackhole
of:0000000000000005,Port#:2,170,22166,6325817,345,191,4,556,560,4,5,4,0,0,0,0,0,8,2221,2125,PortScan
of:000000000000000c,Port#:2,400,6319069,12637804,635,206,0,0,560,4,5,2,0,0,0,0,0,8,194986,194880,PortScan
of:000000000000000c,Port#:3,534,18911200,39982,466,131,89,3414019,4138,52,4,1,351,7021,351,7021,351,6,1531,1429,PortScan
of:000000000000000c,Port#:1,530,6336595,17938,134,151,2,278,278,2,5,2,0,0,0,0,0,6,1500,1392,TCP-SYN
of:0000000000000005,Port#:3,221,15328,12619733,444,96,0,0,278,2,5,2,0,0,0,0,0,7,858,769,PortScan
of:000000000000000a,Port#:1,1294,25283080,100257,1050,637,63,2101876,4001,52,5,4,630248,6303288,630248,6303288,630248,6,3468,3354,Blackhole
of:0000000000000002,Port#:1,190,6304726,26439,255,151,0,0,280,2,4,1,0,0,0,0,0,6,5660,5560,TCP-SYN
of:0000000000000001,Port#:4,24443,1328918,9356,68,61,46,3461,278,2,5,3,0,0,0,0,0,6,24636,24548,PortScan
of:000000000000000c,Port#:2,3387,12785093,6340533,568,181,99,5686,556,4,5,1,0,0,0,0,0,5,4611,4498,TCP-SYN
of:0000000000000004,Port#:3,262,6315364,19656,200,86,2,278,6493,92,5,2,0,0,0,0,0,7,1194,1092,TCP-SYN
of:0000000000000007,Port#:1,2951,25476731,38076052,3179,2366,83,5790,556,4,5,1,0,0,0,0,0,5,13225,13088,Blackhole
of:0000000000000003,Port#:1,316698,101475316,73451338,317829,2077,58,3848,3283430,95,5,1,0,0,0,0,0,6,997167,997037,Normal
of:0000000000000005,Port#:1,358,6319896,12965,133,76,5,626,556,4,5,4,0,0,0,0,0,6,801,709,Blackhole
of:000000000000000c,Port#:2,195,18318,6313504,246,66,5,759,759,5,5,2,0,0,0,0,0,4,444,388,PortScan
of:0000000000000004,Port#:2,281186,43349639,19129092,304271,1020,4,556,556,4,5,4,0,0,0,0,0,4,950209,950084,Normal
of:0000000000000008,Port#:3,6245,88632057,246238,1810,2676,4,556,556,4,5,2,0,0,0,0,0,5,14779,14641,Blackhole
of:0000000000000003,Port#:1,1473,31558885,31714460,2603,1706,0,0,556,4,5,1,0,0,0,0,0,4,10071,9951,Blackhole
of:0000000000000003,Port#:3,80,10825,10935,78,76,4,556,556,4,4,1,0,0,0,0,0,6,1736,1640,TCP-SYN
of:000000000000000a,Port#:1,12,996,117562,272,166,0,0,98540,135,4,2,0,0,0,0,0,9985,1247,1143,Overflow
of:0000000000000007,Port#:3,577,37141,18065,190,66,104,6105,759,5,5,1,0,0,0,0,0,6,1397,1302,TCP-SYN
of:0000000000000003,Port#:2,1696,44154034,25428333,2680,1772,0,0,556,4,5,3,0,0,0,0,0,204,11899,11688,Diversion
of:0000000000000008,Port#:2,869,12653595,6341997,572,201,104,7287,280,2,5,3,0,0,0,0,0,8,2574,2478,PortScan
of:0000000000000001,Port#:3,3949,50716650,31825889,3711,2476,130,5120807,278,2,5,3,0,0,0,0,0,5,17481,17354,Blackhole
of:000000000000000c,Port#:2,1079,18964320,37897082,1938,296,4,556,7374,107,5,3,0,0,0,0,0,5,3744,3627,PortScan
of:000000000000000c,Port#:3,178197,120963279,119272627,287893,1917,2,278,280,2,5,3,0,6303287,0,6303287,0,6,657882,657755,Normal
of:0000000000000005,Port#:1,244,25573,12631016,576,146,4,556,6234,90,5,3,621,6216,621,6216,621,5,1246,1132,TCP-SYN
of:0000000000000003,Port#:4,6784,120097780,31812034,3367,2706,2,278,278,2,5,4,0,0,0,0,0,6,18016,17888,Blackhole
of:0000000000000004,Port#:2,138,18400,18442,139,151,2,280,280,2,5,2,0,0,0,0,0,6,4647,4582,TCP-SYN
of:000000000000000a,Port#:3,159,21186,20744,150,181,5,598,556,4,5,2,0,0,0,0,0,6,1169,1111,TCP-SYN
of:0000000000000008,Port#:1,650,18919226,6346162,663,161,0,0,280,2,5,1,0,0,0,0,0,4,2439,2344,TCP-SYN
of:0000000000000009,Port#:3,92,12687,22007,229,96,2,278,278,2,5,2,0,0,0,0,0,7,1132,1027,PortScan
of:000000000000000a,Port#:2,150,19968,20246,152,171,4,556,556,4,5,2,0,0,0,0,0,4,1042,945,TCP-SYN
of:0000000000000003,Port#:3,600,12633967,19690,148,166,4,560,556,4,4,3,0,0,0,0,0,9,8324,8219,TCP-SYN
of:0000000000000001,Port#:3,362,34641,20398,151,176,100,6742,320,3,5,1,0,0,0,0,0,7,5484,5370,TCP-SYN
of:0000000000000002,Port#:2,211,6319792,32824,377,91,0,0,560,4,5,3,0,6274836,0,6274836,0,8,1143,1054,Overflow
of:0000000000000001,Port#:3,598,6344790,18957641,1034,226,2,278,278,2,5,3,0,0,0,0,0,5,113325,113218,PortScan
of:000000000000000c,Port#:1,507,69688,6376295,744,762,4,556,556,4,5,4,0,0,0,0,0,4,3852,3742,Blackhole
of:0000000000000004,Port#:3,8060,132811478,113832408,6454,3256,4,556,560,4,5,5,0,0,0,0,0,204,26525,26293,Diversion
of:000000000000000b,Port#:2,1261,174393,12791804,1779,1927,4,556,556,4,5,4,0,7285,0,7285,0,6,7905,7785,Blackhole
of:0000000000000005,Port#:3,136,18022,18022,136,146,4,556,556,4,5,1,0,0,0,0,0,5,1646,1537,PortScan
of:0000000000000003,Port#:2,3975,75770733,124683612,416905,1877,0,0,556,4,5,2,0,0,0,0,0,5,996078,995954,Normal
of:0000000000000003,Port#:1,125,8767,6314429,256,76,0,0,560,4,5,2,0,0,0,0,0,4,1114,1014,TCP-SYN
of:0000000000000004,Port#:3,3204,12775486,12779186,3270,156,144,8897,2894894,181,5,2,315650,12743441,315650,12743441,315650,8,7542,7441,TCP-SYN
of:0000000000000009,Port#:2,1818,31579066,56875151,2914,1192,64,4224,5514164,134,5,2,0,0,0,0,0,6,10794,10592,Diversion
of:0000000000000002,Port#:1,34854,14472056,7988693,31192,76,71,2626418,3737,48,4,1,0,0,0,0,0,8,66113,66058,PortScan
of:0000000000000004,Port#:2,5857,76012878,132690680,6654,2657,2,278,278,2,5,3,0,6678,0,6678,0,6,25368,25129,Diversion
of:0000000000000002,Port#:1,126,16798,130569,2172,136,2,278,5410,97,5,4,469,105261,469,105261,469,6,5733,5637,TCP-SYN
of:0000000000000002,Port#:1,3668,12791327,19108560,3893,191,93,5022,5578,97,4,1,507,159732,507,159732,507,7,7985,7926,TCP-SYN
of:0000000000000005,Port#:3,321,6322525,6337371,540,156,5,598,598,5,5,1,0,6303353,0,6303353,0,5,1556,1451,TCP-SYN
of:000000000000000c,Port#:2,807,12638724,25269448,1244,376,0,0,560,4,4,2,0,6303550,0,6303550,0,6,3112,3000,Blackhole
of:000000000000000c,Port#:4,2234,56777086,37999902,2858,1171,0,0,280,2,5,1,0,7549,0,7549,0,8,10621,10500,Blackhole
of:0000000000000007,Port#:1,2679,31700323,121239,910,1286,2,278,278,2,4,4,0,0,0,0,0,504,7826,7700,Blackhole
of:000000000000000a,Port#:3,156,20608,20608,156,176,2,278,278,2,5,1,0,0,0,0,0,6,2188,2079,PortScan
of:0000000000000009,Port#:3,72,10073,10101,72,66,5,759,759,5,4,1,0,0,0,0,0,8,854,756,PortScan
of:0000000000000009,Port#:2,146,19218,12762242,3017,161,2,278,5246,94,5,1,459,6438847,459,6438847,459,5,4438,4333,TCP-SYN
of:0000000000000006,Port#:3,1979,19091473,75861302,4112,1776,2,278,278,2,5,2,0,0,0,0,0,4,9215,9081,Blackhole
of:0000000000000001,Port#:4,2469,25430620,190766,1386,2076,2,278,278,2,5,1,0,0,0,0,0,5,11532,11392,Blackhole
of:000000000000000a,Port#:3,533,68896,6371887,677,732,2,278,280,2,5,3,0,0,0,0,0,605,4697,4582,Blackhole
of:000000000000000c,Port#:2,2308,50490683,50703988,3852,2347,0,0,280,2,5,2,0,0,0,0,0,6,16547,16415,Blackhole
of:000000000000000b,Port#:2,491,31988,6334835,656,56,105,6010,4076379,209,5,1,631362,6325343,631362,6325343,631362,7,1247,1151,TCP-SYN
of:000000000000000a,Port#:2,857,25225008,6409578,1196,792,0,0,560,4,5,2,0,0,0,0,0,606,6111,5996,Blackhole
of:000000000000000b,Port#:1,2945,69403368,63307998,4338,2172,0,0,560,4,5,2,0,0,0,0,0,4,10012,9848,Diversion
of:000000000000000a,Port#:3,2293,44236707,25353491,2149,836,2,278,6174,91,5,3,568,5688,568,5688,568,7,6476,6363,Blackhole
of:000000000000000c,Port#:3,2464,25422582,25430317,2566,1937,63,4726,3939721,106,5,1,630341,6303419,630341,6303419,630341,506,10505,10380,Blackhole
of:0000000000000007,Port#:3,2918,38021784,50627033,3217,1576,4,556,560,4,4,3,0,0,0,0,0,4,10584,10456,Blackhole
of:0000000000000003,Port#:1,585,12623220,12650702,789,256,85,5886,6171517,158,4,2,0,0,0,0,0,10,246363,246254,PortScan
of:000000000000000b,Port#:1,4327,107252211,85945790,242563,2660,0,0,560,4,5,1,0,0,0,0,0,5,519636,519548,Normal
of:0000000000000008,Port#:2,443,12620025,6316603,269,101,4,556,556,4,5,3,0,0,0,0,0,4,895,793,PortScan
of:0000000000000002,Port#:1,424,41667,25253867,1097,236,4,556,556,4,5,2,0,0,0,0,0,5,2393,2281,PortScan
of:0000000000000004,Port#:1,3197,44333227,25436293,2849,1671,4,556,560,4,5,4,367575,6302486,367575,6302486,367575,6,14949,14733,Diversion
of:0000000000000005,Port#:1,2929,44295893,25391395,2470,1261,2,278,280,2,5,4,0,0,0,0,0,4,11992,11785,Diversion
of:0000000000000009,Port#:3,65,9036,8994,64,56,4,556,556,4,5,1,0,0,0,0,0,5,370,267,PortScan
of:0000000000000002,Port#:1,400,6319103,12640186,658,221,0,0,560,4,5,2,0,0,0,0,0,4,2570,2466,PortScan
of:0000000000000003,Port#:1,1738,31573674,50570905,2748,1172,0,0,278,2,5,2,0,0,0,0,0,6,9329,9132,Diversion
of:0000000000000003,Port#:3,1307,12710874,5465136,778,826,4,556,5384094,146,5,1,0,0,0,0,0,5,3464,3340,Blackhole
of:000000000000000a,Port#:1,2862,38027712,6479750,1531,1796,4,556,560,4,5,4,0,0,0,0,0,6,11774,11645,Blackhole
of:0000000000000003,Port#:3,74,10185,10185,74,66,6,829,829,6,5,2,0,0,0,0,0,6,31720,31625,PortScan
of:0000000000000001,Port#:3,2177,12848276,25461612,2641,2537,4,556,556,4,5,5,0,0,0,0,0,8,18505,18281,Diversion
of:0000000000000008,Port#:2,717,12643425,6333407,453,196,39,3143,2364415,69,5,3,0,0,0,0,0,6,1664,1561,PortScan
of:0000000000000003,Port#:4,5434,94844488,75942018,5023,2322,2,278,278,2,5,5,0,0,0,0,0,5,15409,15188,Diversion
of:0000000000000004,Port#:3,52523,2845233,2854230,52657,91,11273,609082,609082,11273,5,3,0,0,0,0,0,7,105350,105256,PortScan
of:0000000000000008,Port#:3,1193,37829298,6434506,1503,912,118,4988524,3992,56,5,2,0,0,0,0,0,8,5563,5399,Diversion
of:0000000000000005,Port#:1,1610,218438,56958995,3726,2366,4,556,560,4,5,4,0,0,0,0,0,4,21097,20968,Blackhole
of:0000000000000003,Port#:1,636,6346086,12642314,711,244,4,556,556,4,5,4,0,0,0,0,0,4,2264,2112,Diversion
of:0000000000000007,Port#:3,3337,31803637,19159446,2455,2577,2,278,5908427,148,5,4,0,0,0,0,0,506,16415,16272,Blackhole
of:000000000000000b,Port#:1,2245,56777549,48008614,240223,2070,0,0,280,2,5,1,0,0,0,0,0,4,513987,513902,Normal
of:000000000000000b,Port#:2,408,6327436,16562,125,131,5,759,759,5,5,2,0,0,0,0,0,5,1534,1421,TCP-SYN
of:0000000000000007,Port#:2,1152,70404,6314789,260,76,184,11489,6039994,153,5,3,590794,5908742,590794,5908742,590794,8,2416,2325,TCP-SYN
of:0000000000000003,Port#:2,6695,126289424,200445130,420309,2527,0,0,278,2,5,2,0,0,0,0,0,10,1005466,1005331,Normal
of:000000000000000c,Port#:1,147,19366,12770286,3104,161,4,364,7695,128,5,4,0,0,0,0,0,6,4165,4052,TCP-SYN
of:0000000000000001,Port#:4,680,72134,18968708,1001,572,4,556,560,4,5,4,0,0,0,0,0,6,2722,2607,Blackhole
of:0000000000000008,Port#:3,2289,31685477,6499597,1998,1536,4,556,556,4,5,3,0,0,0,0,0,6,10171,10051,Blackhole
of:0000000000000009,Port#:2,346,23903,18931490,685,176,0,0,280,2,5,1,0,0,0,0,0,8,7930,7837,TCP-SYN
of:0000000000000001,Port#:3,156,20608,12634484,606,176,2,278,278,2,5,1,0,0,0,0,0,6,2412,2310,PortScan
of:0000000000000009,Port#:2,270,6316257,12897,97,96,3,320,320,3,5,3,0,0,0,0,0,5,772,678,PortScan
of:0000000000000006,Port#:1,3520,19085361,20010,153,166,97,5578,560,4,5,5,0,0,0,0,0,6,7389,7296,TCP-SYN
of:000000000000000b,Port#:2,3478,12781067,19097424,3696,181,98,5292,5848,102,5,1,480,149040,480,149040,480,7,7576,7517,TCP-SYN
of:0000000000000009,Port#:2,1324,81875,6370014,1275,86,100,5570,5570,100,5,4,5383,53838,5383,53838,5383,8,3140,3042,TCP-SYN
of:000000000000000b,Port#:2,485,43308,25233908,847,176,2,278,278,2,5,2,0,0,0,0,0,7,8239,8131,TCP-SYN
of:000000000000000c,Port#:3,1997,31594898,63303270,3994,2496,0,0,556,4,5,2,0,0,0,0,0,6,17812,17684,Blackhole
of:0000000000000007,Port#:1,147,19648,19648,147,166,4,556,556,4,4,3,0,0,0,0,0,4,1165,1058,TCP-SYN
of:0000000000000002,Port#:2,1989,6412405,6412426,1989,126,98,5632,5354,96,4,2,469,85050,469,85050,469,6,3965,3904,TCP-SYN
of:0000000000000004,Port#:2,2816,56816700,86639599,411083,1627,0,0,560,4,4,1,0,0,0,0,0,6,654437,654311,Normal
of:0000000000000003,Port#:3,123891,106169637,127043392,321310,2887,4,556,278,2,5,3,0,0,0,0,0,5,1009188,1009053,Normal
of:0000000000000008,Port#:3,2243,12718284,15835,120,126,96,5354,278,2,5,1,0,0,0,0,0,6,2767,2667,TCP-SYN
of:0000000000000009,Port#:1,114008,6172160,12466074,114038,151,12482,674198,674198,12482,5,1,0,0,0,0,0,9,228327,228224,PortScan
of:0000000000000005,Port#:2,371,34990,19071519,3261,166,4,556,5890,103,5,3,529,6444679,529,6444679,529,8,6845,6750,TCP-SYN
of:0000000000000001,Port#:4,762,6344132,31609750,1633,887,0,0,280,2,5,1,0,0,0,0,0,608,6434,6316,Blackhole
of:0000000000000003,Port#:3,308,6312748,6330258,423,171,26,657349,1955,21,5,2,0,0,0,0,0,6,1892,1792,TCP-SYN
of:0000000000000008,Port#:3,640,76965,100032,957,742,2,278,560,4,5,3,0,0,0,0,0,8,5204,5087,Blackhole
of:0000000000000001,Port#:1,12,1012,10643,78,71,0,0,280,2,5,2,0,0,0,0,0,4,236,140,PortScan
of:000000000000000c,Port#:1,4716,100978748,120149770,6945,3107,3,190,602,5,5,2,0,0,0,0,0,204,26027,25799,Diversion
of:0000000000000003,Port#:2,3122,75712424,57021710,4378,2106,0,0,560,4,5,2,0,0,0,0,0,604,19312,19184,Blackhole
of:0000000000000008,Port#:1,386,6323824,6323428,380,86,2,278,278,2,5,4,0,0,0,0,0,7,866,771,PortScan
